হাগদবনি,ꯍꯥꯒꯗꯕꯅꯤ
নিংথৌগুম,ꯅꯤꯡꯊꯧꯒꯨꯝ
মায়য়োন,ꯃꯥꯌꯌꯣꯟ
সমাজদি,ꯁꯃꯥꯖꯗꯤ
অহোঅরাক,ꯑꯍꯣꯑꯔꯥꯛ
ইন্দাইরেক্ত,ꯏꯟꯗꯥꯏꯔꯦꯛꯇ
ফেনুগ্রিক,ꯐꯦꯅꯨꯒꯔ꯭ꯤꯛ
শান্নরোইশিংবু,ꯁꯥꯟꯅꯔꯣꯏꯁꯤꯡꯕꯨ
পাল্হৌ,ꯄꯥꯜꯍꯧ
পাওচেগী,ꯄꯥꯑꯣꯆꯦꯒꯤ
অনাবা,ꯑꯅꯥꯕ
টেরোরিষ্টশিংগী,ꯇꯦꯔꯣꯔꯤꯁꯇꯁꯤꯡꯒꯤ
ফাইনেল,ꯐꯥꯏꯅꯦꯜ
লুচিংবশিংগী,ꯂꯨꯆꯤꯡꯕꯁꯤꯡꯒꯤ
শ্রীনোংমাইজিং,ꯁꯔ꯭ꯤꯅꯣꯡꯃꯥꯏꯖꯤꯡ
শামুরৌ,ꯁꯥꯃꯨꯔꯧ
নুংশিজবগী,ꯅꯨꯡꯁꯤꯖꯕꯒꯤ
থাদোক্পিখ্রে,ꯊꯥꯗꯣꯛꯄꯤꯈꯔ꯭ꯦ
চুনবা,ꯆꯨꯟꯕ
ওক্নীংঙাই,ꯑꯣꯛꯅꯤꯡꯉꯥꯏ
ভিলেজদগী,ꯚꯤꯂꯦꯖꯗꯒꯤ
মমাদগী,ꯃꯃꯥꯗꯒꯤ
ওইহনবসু,ꯑꯣꯏꯍꯟꯕꯁꯨ
শরূক্পু,ꯁꯔꯨꯛꯄꯨ
শাঙাশীংগী,ꯁꯥꯉꯥꯁꯤꯡꯒꯤ
অদো্ম্না,ꯑꯗꯣꯃꯅꯥ
কম্পু,ꯀꯝꯄꯨ
সেক্সুএলি,ꯁꯦꯛꯁꯨꯑꯦꯂꯤ
ব্লাষ্টিং,ꯕꯂ꯭ꯥꯁꯇꯤꯡ
নাত্কা,ꯅꯥꯠꯀꯥ
নারায়ণ,ꯅꯥꯔꯥꯌꯟ
হায়খি,ꯍꯥꯌꯈꯤ
বাসোক,ꯕꯥꯁꯣꯛ
এৱার্দি,ꯑꯦꯋꯥꯔꯗꯤ
এদভাইজরিশীং,ꯑꯦꯗꯚꯥꯏꯖꯔꯤꯁꯤꯡ
অঙ্গুর,ꯑꯡꯒꯨꯔ
শিৎপা,ꯁꯤꯠꯄ
নুংঙাইহল্লে,ꯅꯨꯡꯉꯥꯏꯍꯜꯂꯦ
ত্রেক্কী,ꯇꯔ꯭ꯦꯛꯀꯤ
সুম্না,ꯁꯨꯝꯅꯥ
প্রোগামেটিক,ꯄꯔ꯭ꯣꯒꯥꯃꯦꯇꯤꯛ
চৎত্রে,ꯆꯠꯇꯔ꯭ꯦ
শক্তম্সিগী,ꯁꯛꯇꯝꯁꯤꯒꯤ
ভাইএবিলিটি,ꯚꯥꯏꯑꯦꯕꯤꯂꯤꯇꯤ
মাইক্রোফিচ,ꯃꯥꯏꯀꯔ꯭ꯣꯐꯤꯆ
প্রাইজ,ꯄꯔ꯭ꯥꯏꯖ
কন্দিশন,ꯀꯟꯗꯤꯁꯟ
মরিশিদগী,ꯃꯔꯤꯁꯤꯗꯒꯤ
ঈষ্টর্ন,ꯏꯁꯇꯔꯅ
ত্রেদমার্ক,ꯇꯔ꯭ꯦꯗꯃꯥꯔꯀ
থোংথাকপদা,ꯊꯣꯡꯊꯥꯛꯄꯗ
ঙমখৈ,ꯉꯝꯈꯩ
কল্লবনি,ꯀꯜꯂꯕꯅꯤ
ওইহনখি,ꯑꯣꯏꯍꯟꯈꯤ
কান্নগনি,ꯀꯥꯟꯅꯒꯅꯤ
অশাংবশিংদু,ꯑꯁꯥꯡꯕꯁꯤꯡꯗꯨ
মীফামীপুন,ꯃꯤꯐꯥꯃꯤꯄꯨꯟ
লিথিয়ম,ꯂꯤꯊꯤꯌꯝ
দিজিটাইজেসন,ꯗꯤꯖꯤꯇꯥꯏꯖꯦꯁꯟ
কনাদসু,ꯀꯅꯥꯗꯁꯨ
অঙৌবাদু,ꯑꯉꯧꯕꯥꯗꯨ
চানিং,ꯆꯥꯅꯤꯡ
কুপ্না,ꯀꯨꯞꯅꯥ
মাসটাইটিস,ꯃꯥꯁꯇꯥꯏꯇꯤꯁ
কারক্পা,ꯀꯥꯔꯛꯄꯥ
লিৎহল্লোইদবনি,ꯂꯤꯠꯍꯜꯂꯣꯏꯗꯕꯅꯤ
পীজরি,ꯄꯤꯖꯔꯤ
অথনবা,ꯑꯊꯟꯕ
পাউমীশিংদগী,ꯄꯥꯎꯃꯤꯁꯤꯡꯗꯒꯤ
লিংব্রা,ꯂꯤꯡꯕꯔ꯭ꯥ
থাগৎফম,ꯊꯥꯒꯠꯐꯝ
চিংলেম্না,ꯆꯤꯡꯂꯦꯝꯅꯥ
ফংলম্মোই,ꯐꯪꯂꯝꯃꯣꯏ
এক্সটেন্দেদ,ꯑꯦꯛꯁꯇꯦꯟꯗꯦꯗ
গ্যেসপু,ꯒꯌ꯭ꯦꯁꯄꯨ
থাদোক্পিনি,ꯊꯥꯗꯣꯛꯄꯤꯅꯤ
খুরুম্জরি,ꯈꯨꯔꯨꯝꯖꯔꯤ
বত্তরমিল্ক,ꯕꯠꯇꯔꯃꯤꯜꯀ
ঐখোয়্গা,ꯑꯩꯈꯣꯌꯒꯥ
থৌওংবু,ꯊꯧꯑꯣꯡꯕꯨ
সাইবরলোগী,ꯁꯥꯏꯕꯔꯂꯣꯒꯤ
নুমিত্পু,ꯅꯨꯃꯤꯠꯄꯨ
চীংমী,ꯆꯤꯡꯃꯤ
হৌদ্রি,ꯍꯧꯗꯔ꯭ꯤ
পাল্লগে,ꯄꯥꯜꯂꯒꯦ
অদুগীসু,ꯑꯗꯨꯒꯤꯁꯨ
নুমিꯤꯤৎ,ꯅꯨꯃꯤꯤꯤꯠ
ওইরমখিবা,ꯑꯣꯏꯔꯝꯈꯤꯕ
এলাকায়,ꯑꯦꯂꯥꯀꯥꯌ
ষ্ট্রোংলি,ꯁꯇ꯭ꯔ꯭ꯣꯡꯂꯤ
অকন্বনা,ꯑꯀꯟꯕꯅ
হাংদোক্কনু,ꯍꯥꯡꯗꯣꯛꯀꯅꯨ
খুম্মে,ꯈꯨꯝꯃꯦ
চেন্থখিগনি,ꯆꯦꯟꯊꯈꯤꯒꯅꯤ
হবেলি,ꯍꯕꯦꯂꯤ
মখাগীশিনি,ꯃꯈꯥꯒꯤꯁꯤꯅꯤ
সিত্তা,ꯁꯤꯠꯇꯥ
এম্পিয়ার,ꯑꯦꯝꯄꯤꯌꯥꯔ
লুচিংবশীংগী,ꯂꯨꯆꯤꯡꯕꯁꯤꯡꯒꯤ
উপুনো,ꯎꯄꯨꯅꯣ
খঙ্প্রেক্,ꯈꯡꯄꯔ꯭ꯦꯛ
সোর্সশীংদগী,ꯁꯣꯔꯁꯁꯤꯡꯗꯒꯤ
ইলেক্টোরেল,ꯏꯂꯦꯛꯇꯣꯔꯦꯜ
দোকুমেন্তশিং,ꯗꯣꯀꯨꯃꯦꯟꯇꯁꯤꯡ
থম্মোইগী,ꯊꯝꯃꯣꯏꯒꯤ
মরোইরে,ꯃꯔꯣꯏꯔꯦ
মোর্টগেজ,ꯃꯣꯔꯇꯒꯦꯖ
শারনি,ꯁꯥꯔꯅꯤ
প্রদ্যুর্সস,ꯄꯔ꯭ꯗꯌ꯭ꯨꯔꯁꯁ
শৈরেংশিং,ꯁꯩꯔꯦꯡꯁꯤꯡ
নোংবান,ꯅꯣꯡꯕꯥꯟ
য়ান্মিন্নবী,ꯌꯥꯟꯃꯤꯟꯅꯕꯤ
টিমগী,ꯇꯤꯝꯒꯤ
থাংমৈবঃদবু,ꯊꯥꯡꯃꯩꯕঃꯗꯕꯨ
ওজাশীংগী,ꯑꯣꯖꯥꯁꯤꯡꯒꯤ
প্রাইভেসিগী,ꯄꯔ꯭ꯥꯏꯚꯦꯁꯤꯒꯤ
মখুত,ꯃꯈꯨꯠ
চারম্মী,ꯆꯥꯔꯝꯃꯤ
সপোর্টসু,ꯁꯄꯣꯔꯇꯁꯨ
থাজিল্লু,ꯊꯥꯖꯤꯜꯂꯨ
য়েঞ্ছাং,ꯌꯦꯟꯁꯥꯡ
প্রোফাইলেক্সিস,ꯄꯔ꯭ꯣꯐꯥꯏꯂꯦꯛꯁꯤꯁ
য়ুনিভর্সিতিশিংগী,ꯌꯨꯅꯤꯚꯔꯁꯤꯇꯤꯁꯤꯡꯒꯤ
শুরীদি,ꯁꯨꯔꯤꯗꯤ
তৌরুবনি,ꯇꯧꯔꯨꯕꯅꯤ
রবিন্দ্রনাথ,ꯔꯕꯤꯟꯗꯔ꯭ꯅꯥꯊ
বনিনা,ꯕꯅꯤꯅ
পরেংশীং,ꯄꯔꯦꯡꯁꯤꯡ
হীদাক্কী,ꯍꯤꯗꯥꯛꯀꯤ
ফহন্নবগী,ꯐꯍꯟꯅꯕꯒꯤ
হৈরোই,ꯍꯩꯔꯣꯏ
কুইদ্রিঙৈ,ꯀꯨꯏꯗꯔ꯭ꯤꯉꯩ
কভেরেজ,ꯀꯚꯦꯔꯦꯖ
রেটকী,ꯔꯦꯠꯀꯤ
পোথ্থাবদগী,ꯄꯣꯊꯊꯥꯕꯗꯒꯤ
হাউজশিংগী,ꯍꯥꯎꯖꯁꯤꯡꯒꯤ
শিন্মীশীংদি,ꯁꯤꯟꯃꯤꯁꯤꯡꯗꯤ
পুখৎলু,ꯄꯨꯈꯠꯂꯨ
খূজিন,ꯈꯨꯖꯤꯟ
তাঙ্ককী,ꯇꯥꯡꯀꯀꯤ
তৌখিগনি,ꯇꯧꯈꯤꯒꯅꯤ
চৎনহনখ্রে,ꯆꯠꯅꯍꯟꯈꯔ꯭ꯦ
শিন্নজরে,ꯁꯤꯟꯅꯖꯔꯦ
সাইদকী,ꯁꯥꯏꯗꯀꯤ
রিন্যুএবল,ꯔꯤꯅꯌ꯭ꯨꯑꯦꯕꯜ
দেস্কটোপ,ꯗꯦꯁꯀꯇꯣꯞ
পায়বা,ꯄꯥꯌꯕ
ত্রান্সফোর্ম,ꯇꯔ꯭ꯥꯟꯁꯐꯣꯔꯃ
ত্রোপোপোজগী,ꯇꯔ꯭ꯣꯄꯣꯄꯣꯖꯒꯤ
তল্দি,ꯇꯜꯗꯤ
টিনগী,ꯇꯤꯟꯒꯤ
দেমোক্রেসিগী,ꯗꯦꯃꯣꯀꯔ꯭ꯦꯁꯤꯒꯤ
শাবুংশাবুং,ꯁꯥꯕꯨꯡꯁꯥꯕꯨꯡ
কৌজরগা,ꯀꯧꯖꯔꯒ
ফন্দিংগী,ꯐꯟꯗꯤꯡꯒꯤ
তোংবগী,ꯇꯣꯡꯕꯒꯤ
থোংনিংলে,ꯊꯣꯡꯅꯤꯡꯂꯦ
ব্রিঙ্গিং,ꯕꯔ꯭ꯤꯡꯒꯤꯡ
শাফরগদ্রা,ꯁꯥꯐꯔꯒꯗꯔ꯭ꯥ
পায়রুবদগী,ꯄꯥꯌꯔꯨꯕꯗꯒꯤ
কোল্লে,ꯀꯣꯜꯂꯦ
লর্নিংবু,ꯂꯔꯅꯤꯡꯕꯨ
তোকই,ꯇꯣꯛꯏ
অইবশীং,ꯑꯏꯕꯁꯤꯡ
খুদোংথীরবনি,ꯈꯨꯗꯣꯡꯊꯤꯔꯕꯅꯤ
তেংবাংগনি,ꯇꯦꯡꯕꯥꯡꯒꯅꯤ
স্ক্রিপ্তশিংগী,ꯁꯀ꯭ꯔ꯭ꯤꯞꯇꯁꯤꯡꯒꯤ
শিন্দমশঙশিংদা,ꯁꯤꯟꯗꯝꯁꯡꯁꯤꯡꯗ
নুংথিল্নি,ꯅꯨꯡꯊꯤꯜꯅꯤ
হাউসহোল্ড,ꯍꯥꯎꯁꯍꯣꯜꯗ
ইষ্ট্রি,ꯏꯁꯇꯔ꯭ꯤ
অন্দরটেকিংশীং,ꯑꯟꯗꯔꯇꯦꯀꯤꯡꯁꯤꯡ
লল্লোনঈতিক্তা,ꯂꯜꯂꯣꯟꯏꯇꯤꯛꯇ
দোজশীংদি,ꯗꯣꯖꯁꯤꯡꯗꯤ
লাংমৈশিং,ꯂꯥꯡꯃꯩꯁꯤꯡ
থিংবা,ꯊꯤꯡꯕ
গোধধোর্না,ꯒꯣꯙꯙꯣꯔꯅꯥ
পন্থুংশীং,ꯄꯟꯊꯨꯡꯁꯤꯡ
মহৈশিংদি,ꯃꯍꯩꯁꯤꯡꯗꯤ
হাইরুগে,ꯍꯥꯏꯔꯨꯒꯦ
হিংসাবু,ꯍꯤꯡꯁꯥꯕꯨ
শীন্মীশীঙ,ꯁꯤꯟꯃꯤꯁꯤꯡ
দ্রাফ্ট,ꯗꯔ꯭ꯥꯐꯇ
তম্নবনি,ꯇꯝꯅꯕꯅꯤ
ওইহৌগদৌরিবনি,ꯑꯣꯏꯍꯧꯒꯗꯧꯔꯤꯕꯅꯤ
খূরুপ্,ꯈꯨꯔꯨꯞ
মঙাগা,ꯃꯉꯥꯒ
পুবদগী,ꯄꯨꯕꯗꯒꯤ
ওইখিবা,ꯑꯣꯏꯈꯤꯕ
প্রুদেন্স,ꯄꯔ꯭ꯨꯗꯦꯟꯁ
চুথেক্তা,ꯆꯨꯊꯦꯛꯇꯥ
পান্জিদি,ꯄꯥꯟꯖꯤꯗꯤ
লোনদা,ꯂꯣꯟꯗ
জাতি্গী,ꯖꯥꯇꯤꯒꯤ
লৈহল্লে,ꯂꯩꯍꯜꯂꯦ
শিন্ফম,ꯁꯤꯟꯐꯝ
লোকেন,ꯂꯣꯀꯦꯟ
য়াবিয়ু,ꯌꯥꯕꯤꯌꯨ
হাপ্পীবসু,ꯍꯥꯞꯄꯤꯕꯁꯨ
দাইরেক্ট,ꯗꯥꯏꯔꯦꯛꯇ
নমোইনুবু,ꯅꯃꯣꯏꯅꯨꯕꯨ
কেরেক্তর,ꯀꯦꯔꯦꯛꯇꯔ
তুংশীন্নবগী,ꯇꯨꯡꯁꯤꯟꯅꯕꯒꯤ
কন্তেন্ত,ꯀꯟꯇꯦꯟꯇ
এন্শাং,ꯑꯦꯟꯁꯥꯡ
মতমসু,ꯃꯇꯝꯁꯨ
দেতাদুবু,ꯗꯦꯇꯥꯗꯨꯕꯨ
কুনমঙাদি,ꯀꯨꯟꯃꯉꯥꯗꯤ
অবিরামি,ꯑꯕꯤꯔꯥꯃꯤ
মমলসু,ꯃꯃꯜꯁꯨ
মতেংশু,ꯃꯇꯦꯡꯁꯨ
দাইষ্ট্রোফি,ꯗꯥꯏꯁꯇꯔ꯭ꯣꯐꯤ
প্যুরিটিগী,ꯄꯌ꯭ꯨꯔꯤꯇꯤꯒꯤ
ঈরুজথোক্পিরবদি,ꯏꯔꯨꯖꯊꯣꯛꯄꯤꯔꯕꯗꯤ
হোংজিন,ꯍꯣꯡꯖꯤꯟ
মপুন্সিদু,ꯃꯄꯨꯟꯁꯤꯗꯨ
ফর্টিলাইজরগী,ꯐꯔꯇꯤꯂꯥꯏꯖꯔꯒꯤ
স্পেসিজ,ꯁꯄ꯭ꯦꯁꯤꯖ
নোর্মশীংগী,ꯅꯣꯔꯃꯁꯤꯡꯒꯤ
লাইমক,ꯂꯥꯏꯃꯛ
সনাখুজি,ꯁꯅꯥꯈꯨꯖꯤ
য়োক্চরক্পনি,ꯌꯣꯛꯆꯔꯛꯄꯅꯤ
প্লেয়রশীং,ꯄꯂ꯭ꯦꯌꯔꯁꯤꯡ
চাউশাংহল্লি,ꯆꯥꯎꯁꯥꯡꯍꯜꯂꯤ
লৌশীংমহৈ,ꯂꯧꯁꯤꯡꯃꯍꯩ
চিংবদু,ꯆꯤꯡꯕꯗꯨ
এরাবিক,ꯑꯦꯔꯥꯕꯤꯛ
সনাশিং,ꯁꯅꯥꯁꯤꯡ
রিটায়ার্দ,ꯔꯤꯇꯥꯌꯥꯔꯗ
আইদেন্টিটি,ꯑꯥꯏꯗꯦꯟꯇꯤꯇꯤ
খরদনা,ꯈꯔꯗꯅ
ওকুপেসনেল,ꯑꯣꯀꯨꯄꯦꯁꯅꯦꯜ
খোংথাংশীংসি,ꯈꯣꯡꯊꯥꯡꯁꯤꯡꯁꯤ
ষ্টদিশীং,ꯁꯇ꯭ꯗꯤꯁꯤꯡ
কৈরাক্নি,ꯀꯩꯔꯥꯛꯅꯤ
শান্নগল্লি,ꯁꯥꯟꯅꯒꯜꯂꯤ
তৌহন্দে,ꯇꯧꯍꯟꯗꯦ
য়াওখিব্রা,ꯌꯥꯑꯣꯈꯤꯕꯔ꯭ꯥ
লৌমীগী,ꯂꯧꯃꯤꯒꯤ
নুপাশীংদগীদি,ꯅꯨꯄꯥꯁꯤꯡꯗꯒꯤꯗꯤ
ওইহল্লে,ꯑꯣꯏꯍꯜꯂꯦ
রিজর্ভ,ꯔꯤꯖꯔꯚ
ফাখ্রে,ꯐꯥꯈꯔ꯭ꯦ
শৌগতলিবা,ꯁꯧꯒꯠꯂꯤꯕ
মাইন্দস,ꯃꯥꯏꯟꯗꯁ
হৌদ্রে,ꯍꯧꯗꯔ꯭ꯦ
মাখোয়,ꯃꯥꯈꯣꯌ
কবিশীংগি,ꯀꯕꯤꯁꯤꯡꯒꯤ
চত্পদুম,ꯆꯠꯄꯗꯨꯝ
য়ুজরশীংবু,ꯌꯨꯖꯔꯁꯤꯡꯕꯨ
এপ্রেসিএট,ꯑꯦꯄꯔ꯭ꯦꯁꯤꯑꯦꯠ
প্রিওর,ꯄꯔ꯭ꯤꯑꯣꯔ
লংজাশিংদু,ꯂꯪꯖꯥꯁꯤꯡꯗꯨ
টর্নকি,ꯇꯔꯅꯀꯤ
শাবগী,ꯁꯥꯕꯒꯤ
ন্বাহৈ,ꯅꯋ꯭ꯥꯍꯩ
চাক্খিবোইরে,ꯆꯥꯛꯈꯤꯕꯣꯏꯔꯦ
নোংঙাল্লম্দাই,ꯅꯣꯡꯉꯥꯜꯂꯝꯗꯥꯏ
রিফ্যুজি,ꯔꯤꯐꯌ꯭ꯨꯖꯤ
খদাংদা,ꯈꯗꯥꯡꯗ
লাঙ্গোন্দু,ꯂꯥꯡꯒꯣꯟꯗꯨ
মীরোন্দ্রিঙৈ,ꯃꯤꯔꯣꯟꯗꯔ꯭ꯤꯉꯩ
ক্যোর্দ,ꯀꯌ꯭ꯣꯔꯗ
দিজিট,ꯗꯤꯖꯤꯠ
সেনিয়ার,ꯁꯦꯅꯤꯌꯥꯔ
ইবোবীবু,ꯏꯕꯣꯕꯤꯕꯨ
নেসনেলাইজ,ꯅꯦꯁꯅꯦꯂꯥꯏꯖ
কঞ্জঙ্কতিভাইটিস,ꯀꯟꯖꯡꯀꯇꯤꯚꯥꯏꯇꯤꯁ
তেলিভিজন,ꯇꯦꯂꯤꯚꯤꯖꯟ
অাপিল,ꯑꯥꯄꯤꯜ
মোরবুং,ꯃꯣꯔꯕꯨꯡ
আইসোটোপ,ꯑꯥꯏꯁꯣꯇꯣꯞ
ৱিদ্রোয়েল,ꯋꯤꯗꯔ꯭ꯣꯌꯦꯜ
অন্তরজাতীগী,ꯑꯟꯇꯔꯖꯥꯇꯤꯒꯤ
নীংশিংদ্রে,ꯅꯤꯡꯁꯤꯡꯗꯔ꯭ꯦ
শুরেদো,ꯁꯨꯔꯦꯗꯣ
চুঙ্গোই,ꯆꯨꯡꯒꯣꯏ
ইফিসিয়েন্সি,ꯏꯐꯤꯁꯤꯌꯦꯟꯁꯤ
খুম্না,ꯈꯨꯝꯅꯥ
এপিদেমিওলোজিকেল,ꯑꯦꯄꯤꯗꯦꯃꯤꯑꯣꯂꯣꯖꯤꯀꯦꯜ
পাম্মী,ꯄꯥꯝꯃꯤ
হায়বদুগী,ꯍꯥꯌꯕꯗꯨꯒꯤ
পীদ্রবসু,ꯄꯤꯗꯔ꯭ꯕꯁꯨ
রিটার্দেসন,ꯔꯤꯇꯥꯔꯗꯦꯁꯟ
থারকপসু,ꯊꯥꯔꯛꯄꯁꯨ
চামিন্নবদি,ꯆꯥꯃꯤꯟꯅꯕꯗꯤ
ওইরক্কনি,ꯑꯣꯏꯔꯛꯀꯅꯤ
পাইয়ু,ꯄꯥꯏꯌꯨ
প্রেজেন্ট,ꯄꯔ꯭ꯦꯖꯦꯟꯇ
থেকপা,ꯊꯦꯛꯄ
রিজোলুসন,ꯔꯤꯖꯣꯂꯨꯁꯟ
মপাসু,ꯃꯄꯥꯁꯨ
পাঞ্জড্ডল,ꯄꯥꯟꯖꯗꯗꯜ
অরুবনা,ꯑꯔꯨꯕꯅ
মেসিভ,ꯃꯦꯁꯤꯚ
গ্রোথকী,ꯒꯔ꯭ꯣꯊꯀꯤ
পাথশীংদগী,ꯄꯥꯊꯁꯤꯡꯗꯒꯤ
এক্সত্রিমিজম,ꯑꯦꯛꯁꯇꯔ꯭ꯤꯃꯤꯖꯝ
চেখ্রো,ꯆꯦꯈꯔ꯭ꯣ
সেন্সর,ꯁꯦꯟꯁꯔ
কেনাবিস,ꯀꯦꯅꯥꯕꯤꯁ
লাইরগী,ꯂꯥꯏꯔꯒꯤ
চেন্থোক্কনু,ꯆꯦꯟꯊꯣꯛꯀꯅꯨ
থাক্কীনি,ꯊꯥꯛꯀꯤꯅꯤ
চাক্না,ꯆꯥꯛꯅ
এন্টিরেত্রোভাইরেল,ꯑꯦꯟꯇꯤꯔꯦꯇꯔ꯭ꯣꯚꯥꯏꯔꯦꯜ
চত্থরোই,ꯆꯠꯊꯔꯣꯏ
খরচশীং,ꯈꯔꯆꯁꯤꯡ
কূন্না,ꯀꯨꯟꯅꯥ
ঈংগল্লি,ꯏꯡꯒꯜꯂꯤ
নুংঙাইবগী,ꯅꯨꯡꯉꯥꯏꯕꯒꯤ
নাদুগী,ꯅꯥꯗꯨꯒꯤ
পীথরে,ꯄꯤꯊꯔꯦ
ফর্টিলাইজরশীং,ꯐꯔꯇꯤꯂꯥꯏꯖꯔꯁꯤꯡ
অন্দরটেকিং,ꯑꯟꯗꯔꯇꯦꯀꯤꯡ
সেটিংশীং,ꯁꯦꯇꯤꯡꯁꯤꯡ
মমাতোন্না,ꯃꯃꯥꯇꯣꯟꯅ
মচাশীংদু,ꯃꯆꯥꯁꯤꯡꯗꯨ
সন্তোশ,ꯁꯟꯇꯣꯁ
থম্মোয়,ꯊꯝꯃꯣꯌ
তন্না,ꯇꯟꯅ
দ্যুটিগী,ꯗꯌ꯭ꯨꯇꯤꯒꯤ
মায়্থিরে,ꯃꯥꯌꯊꯤꯔꯦ
শীজিন্নরোদবনি,ꯁꯤꯖꯤꯟꯅꯔꯣꯗꯕꯅꯤ
লিংখৎননবা,ꯂꯤꯡꯈꯠꯅꯅꯕ
তাবোইরে,ꯇꯥꯕꯣꯏꯔꯦ
মোনোস্তিক্কী,ꯃꯣꯅꯣꯁꯇꯤꯛꯀꯤ
টেম্পরেরি,ꯇꯦꯝꯄꯔꯦꯔꯤ
হাত্কনি,ꯍꯥꯠꯀꯅꯤ
ষ্টারশিংবু,ꯁꯇ꯭ꯥꯔꯁꯤꯡꯕꯨ
শরুগুম্না,ꯁꯔꯨꯒꯨꯝꯅꯥ
য়াউরে,ꯌꯥꯎꯔꯦ
খনগতপা,ꯈꯟꯒꯠꯄ
পোলিষ্টর,ꯄꯣꯂꯤꯁꯇꯔ
তাররোই,ꯇꯥꯔꯔꯣꯏ
থৌগৎখি,ꯊꯧꯒꯠꯈꯤ
প্রোভাইদরশীংসু,ꯄꯔ꯭ꯣꯚꯥꯏꯗꯔꯁꯤꯡꯁꯨ
মোনশুনগী,ꯃꯣꯟꯁꯨꯟꯒꯤ
সিস্ত্রেইন,ꯁꯤꯁꯇꯔ꯭ꯦꯏꯟ
ষ্টোক্তা,ꯁꯇ꯭ꯣꯛꯇꯥ
এন্টরাইটিস,ꯑꯦꯟꯇꯔꯥꯏꯇꯤꯁ
ত্রাইবলগী,ꯇꯔ꯭ꯥꯏꯕꯜꯒꯤ
বিরেন্দ্র,ꯕꯤꯔꯦꯟꯗꯔ꯭
ফেন্তস,ꯐꯦꯟꯇꯁ
ওবাথবাক,ꯑꯣꯕꯥꯊꯕꯥꯛ
নিংদোন,ꯅꯤꯡꯗꯣꯟ
কেফাইন,ꯀꯦꯐꯥꯏꯟ
চোংথখ্রে,ꯆꯣꯡꯊꯈꯔ꯭ꯦ
ইপিক্নি,ꯏꯄꯤꯛꯅꯤ
নচানা,ꯅꯆꯥꯅ
লৈবিয়ু,ꯂꯩꯕꯤꯌꯨ
কোল্লক্পোইরে,ꯀꯣꯜꯂꯛꯄꯣꯏꯔꯦ
থাজরম্মী,ꯊꯥꯖꯔꯝꯃꯤ
ব্যুজিনেসশীংবু,ꯕꯌ꯭ꯨꯖꯤꯅꯦꯁꯁꯤꯡꯕꯨ
মীহুৎশীংবু,ꯃꯤꯍꯨꯠꯁꯤꯡꯕꯨ
পোইন্টশীংগী,ꯄꯣꯏꯟꯇꯁꯤꯡꯒꯤ
থাউদগী,ꯊꯥꯎꯗꯒꯤ
য়ান্নদবদগী,ꯌꯥꯟꯅꯗꯕꯗꯒꯤ
ইন্সষ্টোল,ꯏꯟꯁꯁꯇꯣꯜ
নুপীশিং,ꯅꯨꯄꯤꯁꯤꯡ
শোল্লু,ꯁꯣꯜꯂꯨ
ন্বুমেন,ꯅꯋ꯭ꯨꯃꯦꯟ
মেমোরি,ꯃꯦꯃꯣꯔꯤ
তুহৎপীবগী,ꯇꯨꯍꯠꯄꯤꯕꯒꯤ
এদমিনিষ্ট্রেশন,ꯑꯦꯗꯃꯤꯅꯤꯁꯇꯔ꯭ꯦꯁꯟ
কম্পোষ্টকুম্না,ꯀꯝꯄꯣꯁꯇꯀꯨꯝꯅꯥ
মতুংইন্নদি,ꯃꯇꯨꯡꯏꯟꯅꯗꯤ
লাইওংগী,ꯂꯥꯏꯑꯣꯡꯒꯤ
হিন্দুস্থান্না,ꯍꯤꯟꯗꯨꯁꯊꯥꯟꯅꯥ
ওফরশীং,ꯑꯣꯐꯔꯁꯤꯡ
ওইবশিংগী,ꯑꯣꯏꯕꯁꯤꯡꯒꯤ
উপ্না,ꯎꯞꯅ
লেপ্নদ্রি,ꯂꯦꯞꯅꯗꯔ꯭ꯤ
ক্লষ্টরগী,ꯀꯂ꯭ꯁꯇꯔꯒꯤ
ময়ায়,ꯃꯌꯥꯌ
সমাজসিদদি,ꯁꯃꯥꯖꯁꯤꯗꯗꯤ
রিয়াংশীং,ꯔꯤꯌꯥꯡꯁꯤꯡ
ত্রিমেষ্টর,ꯇꯔ꯭ꯤꯃꯦꯁꯇꯔ
লারজেষ্ট,ꯂꯥꯔꯖꯦꯁꯇ
ত্রান্সমিসন,ꯇꯔ꯭ꯥꯟꯁꯃꯤꯁꯟ
মেকানিকেল,ꯃꯦꯀꯥꯅꯤꯀꯦꯜ
য়েক্নবশিং,ꯌꯦꯛꯅꯕꯁꯤꯡ
প্রোব্লেমনা,ꯄꯔ꯭ꯣꯕꯂ꯭ꯦꯝꯅ
খোংথাংশীং,ꯈꯣꯡꯊꯥꯡꯁꯤꯡ
ফ্ল্যুইদ,ꯐꯂ꯭ꯌ꯭ꯨꯏꯗ
দেলিভরিগী,ꯗꯦꯂꯤꯚꯔꯤꯒꯤ
দেলিগেসন,ꯗꯦꯂꯤꯒꯦꯁꯟ
নাপীশিংনাংশীং,ꯅꯥꯄꯤꯁꯤꯡꯅꯥꯡꯁꯤꯡ
কাজৈ,ꯀꯥꯖꯩ
গ্রাউন্দশীং,ꯒꯔ꯭ꯥꯎꯟꯗꯁꯤꯡ
